ID,PerfilEconomico,Sexo,Idade,PerfilCompra,ValorCompraAnual,GastoMax,GastoMedio,UF,CidadeResidencia,RegiaodoPais,NumeroComprasOnline,MesesDesempregado,Anuidade
443,3,homem,25,1,7775,555.3571428571,647.9166666667,PI,Pio ix,Região Nordeste,51.8333333333,2,"52,2237283609"
444,2,mulher,28,0,13,0.9285714286,1.0833333333,MG,Arinos,Região Sudeste,0.0773809524,9,"111,2481164792"
445,3,homem,22,0,81125,5794.6428571429,6760.4166666667,MT,Rosário Oeste,Região Centro-Oeste,614.5833333333,8,"6,9877181114"
446,1,homem,21,0,818583,58470.2142857143,68215.25,RN,Jucurutu,Região Nordeste,34107625,9,"67,5306333825"
447,2,mulher,13,0,195,13.9285714286,16.25,PA,Rio Maria,Região Norte,2.5,4,"85,5313165857"
448,1,homem,34,0,2655,189.6428571429,221.25,MG,Itacarambi,Região Sudeste,13.0147058824,3,"48,6269102201"
449,3,mulher,21,2,192583,13755.9285714286,16048.5833333333,BA,Aporá,Região Nordeste,6419.4333333333,6,"23,3123745664"
450,1,homem,52,0,305,21.7857142857,25.4166666667,MA,Formosa da Serra Negra,Região Nordeste,0.9775641026,9,"25,1972364526"
451,2,homem,36,1,2775,198.2142857143,231.25,RJ,Porciúncula,Região Sudeste,12.8472222222,7,"64,6407248341"
452,3,homem,22,1,199667,14261.9285714286,16638.9166666667,PA,Floresta do Araguaia,Região Norte,1512.6287878788,0,"10,8419253383"
453,1,homem,30,0,2775,198.2142857143,231.25,MA,Morros,Região Nordeste,15.4166666667,9,"102,1633384979"
454,1,homem,49,1,891042,63645.8571428571,74253.5,MA,São Benedito do Rio Preto,Região Nordeste,3030.7551020408,4,"95,4435825683"
455,3,homem,22,0,805,57.5,67.0833333333,SP,Paranapanema,Região Sudeste,6.0984848485,0,"38,0823965077"
456,3,homem,29,0,78958,5639.8571428572,6579.8333333333,MT,Chapada Dos Guimarães,Região Centro-Oeste,453.7816091954,8,"9,9693727861"
457,1,homem,65,0,2655,189.6428571429,221.25,AM,Urucurituba,Região Norte,6.8076923077,2,"109,4271881784"
458,1,mulher,22,1,518625,37044.6428571429,43218.75,BA,Ibititá,Região Nordeste,3928.9772727273,3,"105,8425287846"
459,2,mulher,50,0,105,7.5,8.75,MA,Barão de Grajaú,Região Nordeste,0.35,3,"101,2444234413"
460,3,homem,22,0,775,55.3571428571,64.5833333333,ES,Montanha,Região Sudeste,5.8712121212,3,"48,5675437973"
461,1,homem,48,0,2655,189.6428571429,221.25,SP,Itaberá,Região Sudeste,9.21875,9,"88,8950823431"
462,3,homem,34,0,805,57.5,67.0833333333,CE,Jaguaretama,Região Nordeste,3.9460784314,6,"110,5611489112"
463,1,homem,47,0,385,27.5,32.0833333333,SP,Guapiaçu,Região Sudeste,1.365248227,6,"42,2272085792"
464,2,homem,48,0,13,0.9285714286,1.0833333333,BA,Conceição do Almeida,Região Nordeste,0.0451388889,0,"109,5512240474"
465,3,homem,22,0,805,57.5,67.0833333333,AL,Inhapi,Região Nordeste,6.0984848485,0,"89,0072316846"
466,3,homem,38,0,705,50.3571428571,58.75,MG,Conceição do Mato Dentro,Região Sudeste,3.0921052632,9,"50,2638348507"
467,2,homem,22,0,0,0,0,SC,Papanduva,Região Sul,0,4,"92,0565984463"
468,1,homem,56,0,2655,189.6428571429,221.25,RJ,Mendes,Região Sudeste,7.9017857143,1,"111,7929166956"
469,3,homem,22,0,7725,551.7857142857,643.75,MG,Ervália,Região Sudeste,58.5227272727,8,"76,8256059798"
470,3,mulher,75,2,192583,13755.9285714286,16048.5833333333,BA,Piatã,Região Nordeste,427.9622222222,7,"50,3903406843"
471,3,homem,22,0,725,51.7857142857,60.4166666667,BA,Boa Vista do Tupim,Região Nordeste,5.4924242424,9,"14,0272740363"
472,3,homem,38,0,86625,6187.5,7218.75,AM,Jutaí,Região Norte,379.9342105263,2,"3,2203955799"
473,2,mulher,33,1,2775,198.2142857143,231.25,MA,Senador la Rocque,Região Nordeste,14.0151515152,9,"66,2340437456"
474,2,mulher,23,0,137917,9851.2142857143,11493.0833333333,SP,Guapiara,Região Sudeste,999.3985507246,9,"23,7617496021"
475,3,mulher,22,0,98375,7026.7857142857,8197.9166666667,SP,Castilho,Região Sudeste,745.2651515152,2,"61,9984608906"
476,1,homem,22,0,52,3.7142857143,4.3333333333,AM,Apuí,Região Norte,0.3939393939,1,"28,1280701906"
477,2,homem,34,1,21,1.5,1.75,PB,Alhandra,Região Nordeste,0.1029411765,8,"75,524798604"
478,3,homem,29,1,70458,5032.7142857143,5871.5,PI,Jaicós,Região Nordeste,404.9310344828,8,"51,166398766"
479,3,homem,22,0,75208,5372,6267.3333333333,PR,Cruz Machado,Região Sul,569.7575757576,2,"18,2372683252"
480,3,mulher,21,0,122875,8776.7857142857,10239.5833333333,SP,Itatinga,Região Sudeste,10239.5833333333,5,"67,5560310403"
481,3,homem,21,5,469,33.5,39.0833333333,MG,Turmalina,Região Sudeste,8.6851851852,6,"5,3826951723"
482,2,homem,22,0,0,0,0,MA,Pastos Bons,Região Nordeste,0,0,"38,2386001452"
483,3,homem,50,0,805,57.5,67.0833333333,PE,Manari,Região Nordeste,2.6833333333,1,"32,0199934722"
484,3,mulher,63,0,95875,6848.2142857143,7989.5833333333,CE,Madalena,Região Nordeste,253.6375661376,8,"81,7477340584"
485,1,homem,25,1,910792,65056.5714285714,75899.3333333333,MT,Sapezal,Região Centro-Oeste,6071.9466666667,5,"69,4045961905"
486,3,mulher,22,3,254667,18190.5,21222.25,BA,Serra Dourada,Região Nordeste,1929.2954545455,3,"31,1854570273"
487,1,mulher,35,1,90,6.4285714286,7.5,ES,Piúma,Região Sudeste,0.4285714286,3,"50,6212958072"
488,1,homem,58,0,297,21.2142857143,24.75,BA,Ituaçu,Região Nordeste,0.8534482759,3,"41,7783293246"
489,3,homem,30,0,805,57.5,67.0833333333,SC,Três Barras,Região Sul,4.4722222222,5,"45,9020619042"
490,3,homem,21,1,159,11.3571428571,13.25,PI,São Miguel do Tapuio,Região Nordeste,2.9444444444,8,"115,3965588108"
491,3,homem,22,1,199667,14261.9285714286,16638.9166666667,MG,Santa Vitória,Região Sudeste,1512.6287878788,2,"54,7758655415"
492,3,homem,21,0,725,51.7857142857,60.4166666667,SC,Garopaba,Região Sul,5.753968254,4,"9,8857081095"
493,1,homem,55,0,305,21.7857142857,25.4166666667,AM,Santa Isabel do Rio Negro,Região Norte,0.9242424242,5,"10,7494130916"
494,1,homem,71,0,495042,35360.1428571429,41253.5,BA,Cocos,Região Nordeste,1162.0704225352,1,"2,7007496159"
495,3,homem,21,0,805,57.5,67.0833333333,PE,Araçoiaba,Região Nordeste,6.3888888889,0,"24,7207101292"
496,3,homem,22,0,144583,10327.3571428571,12048.5833333333,AM,Pauini,Região Norte,1095.3257575758,8,"67,7717454619"
497,1,mulher,54,1,782667,55904.7857142857,65222.25,MG,Ipanema,Região Sudeste,2415.6388888889,6,"58,7687879777"
498,3,homem,22,0,151,10.7857142857,12.5833333333,BA,Utinga,Região Nordeste,1.1439393939,1,"68,249198231"
499,1,mulher,25,1,15155,1082.5,1262.9166666667,MT,Comodoro,Região Centro-Oeste,101.0333333333,3,"16,347734817"
500,3,homem,24,0,77958,5568.4285714286,6496.5,PB,Ingá,Região Nordeste,541375,8,"93,9561881539"
501,3,homem,18,0,86625,6187.5,7218.75,PE,São José da Coroa Grande,Região Nordeste,849.2647058824,0,"67,6383730315"
502,3,mulher,21,0,775,55.3571428571,64.5833333333,PB,São João do Rio do Peixe,Região Nordeste,6.1507936508,8,"35,1372841706"
503,3,mulher,22,0,76292,5449.4285714286,6357.6666666667,PB,Picuí,Região Nordeste,577.9696969697,0,"20,5615803876"
504,3,mulher,37,0,95875,6848.2142857143,7989.5833333333,PE,Vertentes,Região Nordeste,431.8693693694,9,"5,673832138"
505,1,mulher,16,0,865,61.7857142857,72.0833333333,AL,Lagoa da Canoa,Região Nordeste,9.0104166667,4,"78,7432711422"
506,1,homem,18,1,1089,77.7857142857,90.75,SP,Ribeirão Branco,Região Sudeste,10.0833333333,8,"119,6576813295"
507,2,mulher,33,0,26,1.8571428571,2.1666666667,AM,Nhamundá,Região Norte,0.1313131313,5,"32,0857555376"
508,1,homem,22,0,2655,189.6428571429,221.25,PA,Curionópolis,Região Norte,20.1136363636,1,"62,7983436153"
509,3,homem,28,0,22525,1608.9285714286,1877.0833333333,MG,Simonésia,Região Sudeste,134.0773809524,7,"71,8456712443"
510,3,homem,26,0,564958,40354.1428571429,47079.8333333333,GO,Aragarças,Região Centro-Oeste,3621.5256410257,8,"51,4694433004"
511,3,homem,29,0,775,55.3571428571,64.5833333333,MG,Baependi,Região Sudeste,4.4540229885,1,"66,0905577895"
512,3,homem,22,0,805,57.5,67.0833333333,PE,Serrita,Região Nordeste,6.0984848485,6,"45,8391603983"
513,1,homem,36,0,262875,18776.7857142857,21906.25,PI,Castelo do Piauí,Região Nordeste,1217.0138888889,8,"47,6248612902"
514,1,mulher,54,1,594,42.4285714286,49.5,MA,Cajari,Região Nordeste,1.8333333333,7,"22,9043458362"
515,3,homem,24,0,74958,5354.1428571429,6246.5,RS,Nova Hartz,Região Sul,520.5416666667,2,"74,3682329684"
516,1,homem,47,0,340208,24300.5714285714,28350.6666666667,CE,Cariré,Região Nordeste,1206.4113475177,8,"17,3682408753"
517,2,mulher,34,0,105,7.5,8.75,RS,Horizontina,Região Sul,0.5147058824,1,"18,977193193"
518,3,homem,22,0,2415,172.5,201.25,PE,Iati,Região Nordeste,18.2954545455,0,"7,0722197403"
519,2,mulher,36,1,26,1.8571428571,2.1666666667,PB,Conceição,Região Nordeste,0.1203703704,9,"98,3130867985"
520,3,homem,32,0,78958,5639.8571428572,6579.8333333333,CE,Icapuí,Região Nordeste,411.2395833333,6,"48,9094250825"
521,1,mulher,30,0,935,66.7857142857,77.9166666667,ES,Muniz Freire,Região Sudeste,5.1944444444,9,"48,7701315129"
522,3,homem,22,0,78958,5639.8571428572,6579.8333333333,RR,Caracaraí,Região Norte,598.1666666667,0,"93,8446575068"
523,3,homem,22,0,7225,516.0714285714,602.0833333333,GO,Campos Belos,Região Centro-Oeste,54.7348484848,2,"22,6702419803"
524,1,mulher,44,0,579792,41413.7142857143,48316,PR,Sengés,Região Sul,2196.1818181818,9,"73,5429813987"
525,3,homem,22,0,72292,5163.7142857143,6024.3333333333,TO,Formoso do Araguaia,Região Norte,547.6666666667,5,"76,4085767833"
526,3,homem,21,0,775,55.3571428571,64.5833333333,BA,São Gabriel,Região Nordeste,0.3189300412,4,"12,6009296048"
527,2,mulher,50,0,105,7.5,8.75,SC,Guabiruba,Região Sul,0.35,0,"24,402930354"
528,1,homem,22,0,2217792,158413.714285714,184816,SP,Pariquera-açu,Região Sudeste,16801.4545454545,0,"41,7193257736"
529,3,homem,39,0,7925,566.0714285714,660.4166666667,MA,Esperantinópolis,Região Nordeste,33.8675213675,7,"33,8094919198"
530,2,homem,23,2,115,8.2142857143,9.5833333333,PR,Siqueira Campos,Região Sul,0.8333333333,2,"23,3350721843"
531,2,mulher,21,1,26,1.8571428571,2.1666666667,GO,Itapaci,Região Centro-Oeste,2.1666666667,0,"59,8112491727"
532,3,homem,22,0,72292,5163.7142857143,6024.3333333333,MT,Santo Antônio do Leverger,Região Centro-Oeste,547.6666666667,3,"113,3607889281"
533,3,homem,21,1,72292,5163.7142857143,6024.3333333333,RS,Arroio Grande,Região Sul,708.7450980392,0,"57,9056651208"
534,3,mulher,22,0,223583,15970.2142857143,18631.9166666667,MG,Águas Formosas,Região Sudeste,1693.8106060606,0,"74,959815205"
535,3,mulher,30,0,86625,6187.5,7218.75,MG,Alpinópolis,Região Sudeste,481.25,1,"11,9547832507"
536,2,mulher,21,0,2625,187.5,218.75,SP,Regente Feijó,Região Sudeste,62.5,8,"113,9889509349"
537,1,homem,45,0,2655,189.6428571429,221.25,MA,Cândido Mendes,Região Nordeste,9.8333333333,4,"19,77954313"
538,1,mulher,30,0,106425,7601.7857142857,8868.75,SE,Neópolis,Região Nordeste,591.25,7,"70,3985030163"
539,3,homem,22,0,145,10.3571428571,12.0833333333,PR,Capanema,Região Sul,1.0984848485,0,"73,163666218"
540,1,mulher,22,0,495,35.3571428571,41.25,SP,Caconde,Região Sudeste,3.75,8,"29,0056690493"
541,1,mulher,36,0,71,5.0714285714,5.9166666667,BA,Itarantim,Região Nordeste,0.3287037037,8,"79,6366609241"
542,3,mulher,21,4,31275,2233.9285714286,2606.25,SP,Buri,Região Sudeste,579.1666666667,8,"41,9730101203"
543,3,mulher,11,4,31275,2233.9285714286,2606.25,CE,Cariús,Região Nordeste,473.8636363636,1,"73,1894382833"
544,2,homem,32,1,26,1.8571428571,2.1666666667,PE,Carnaíba,Região Nordeste,0.1354166667,1,"30,4171674795"
545,1,homem,50,1,106425,7601.7857142857,8868.75,MG,Presidente Olegário,Região Sudeste,354.75,0,"5,8145872088"
546,1,homem,64,0,26,1.8571428571,2.1666666667,RO,Colorado do Oeste,Região Norte,0.0677083333,2,"44,3544015121"
547,2,mulher,19,1,26,1.8571428571,2.1666666667,MA,Olho D´água Das Cunhãs,Região Nordeste,0.2280701754,4,"88,6647810103"
548,2,homem,22,0,138625,9901.7857142857,11552.0833333333,BA,Buerarema,Região Nordeste,1050.1893939394,1,"108,3531634403"
549,3,homem,33,1,20525,1466.0714285714,1710.4166666667,MS,Itaquiraí,Região Centro-Oeste,103.6616161616,8,"27,8011499676"
550,2,homem,21,1,3675,262.5,306.25,CE,Itapiúna,Região Nordeste,76.5625,4,"36,564590387"
551,1,homem,17,0,1108833,79202.3571428572,92402.75,MT,Aripuanã,Região Centro-Oeste,10870.9117647059,0,"84,3310321058"
552,2,homem,27,0,26,1.8571428571,2.1666666667,CE,Pindoretama,Região Nordeste,0.1604938272,9,"60,5922469873"
553,3,homem,22,0,78292,5592.2857142857,6524.3333333333,MG,Guaranésia,Região Sudeste,593.1212121212,2,"110,8303730266"
554,3,homem,22,0,7225,516.0714285714,602.0833333333,SP,Junqueirópolis,Região Sudeste,54.7348484848,6,"83,5613424542"
555,3,mulher,22,0,7775,555.3571428571,647.9166666667,CE,Catarina,Região Nordeste,58.9015151515,4,"25,5788640666"
556,1,homem,62,0,2655,189.6428571429,221.25,BA,Taperoá,Região Nordeste,7.1370967742,0,"77,4333349777"
557,1,mulher,48,1,396,28.2857142857,33,MT,Canarana,Região Centro-Oeste,1375,0,"42,5359196591"
558,1,homem,22,0,227525,16251.7857142857,18960.4166666667,MA,Palmeirândia,Região Nordeste,1723.6742424243,9,"2,8893163825"
559,1,mulher,39,1,7965,568.9285714286,663.75,MG,Malacacheta,Região Sudeste,34.0384615385,1,"43,106074307"
560,3,mulher,36,1,174,12.4285714286,14.5,RS,Arroio do Meio,Região Sul,0.8055555556,4,"26,9168987305"
561,3,homem,22,0,775,55.3571428571,64.5833333333,CE,Umirim,Região Nordeste,5.8712121212,4,"52,2582653875"
562,3,homem,40,0,78958,5639.8571428572,6579.8333333333,PE,Cachoeirinha,Região Nordeste,328.9916666667,4,"82,2425900721"
563,2,homem,28,0,135,9.6428571429,11.25,MG,Padre Paraíso,Região Sudeste,0.8035714286,7,"45,5117231406"
564,3,homem,22,0,805,57.5,67.0833333333,PB,Araruna,Região Nordeste,6.0984848485,5,"14,1371744522"
565,3,mulher,22,0,805,57.5,67.0833333333,MS,Rio Verde de Mato Grosso,Região Centro-Oeste,6.0984848485,2,"22,4581951894"
566,3,homem,24,2,2415,172.5,201.25,PR,Antonina,Região Sul,16.7708333333,6,"82,6951476596"
567,3,homem,19,0,78958,5639.8571428572,6579.8333333333,PR,Santo Antônio do Sudoeste,Região Sul,692.6140350877,3,"99,2902683418"
568,3,mulher,29,0,21075,1505.3571428572,1756.25,CE,Itatira,Região Nordeste,121.1206896552,9,"13,4859362128"
569,3,homem,22,0,72292,5163.7142857143,6024.3333333333,AL,Major Isidoro,Região Nordeste,547.6666666667,5,"83,9978702811"
570,3,homem,32,0,78542,5610.1428571429,6545.1666666667,CE,Chorozinho,Região Nordeste,409.0729166667,5,"98,1856910967"
571,2,homem,62,0,105,7.5,8.75,GO,Rubiataba,Região Centro-Oeste,0.2822580645,0,"104,919730071"
572,1,mulher,53,2,514792,36770.8571428571,42899.3333333333,SP,Monte Azul Paulista,Região Sudeste,1618.8427672956,0,"118,6448355861"
573,1,homem,36,0,263875,18848.2142857143,21989.5833333333,BA,Ibirataia,Região Nordeste,1221.6435185185,4,"77,1575884899"
574,3,mulher,22,0,775,55.3571428571,64.5833333333,MA,Trizidela do Vale,Região Nordeste,5.8712121212,8,"95,1301667974"
575,3,homem,16,0,805,57.5,67.0833333333,BA,Sátiro Dias,Região Nordeste,8.3854166667,4,"33,2675342457"
576,3,homem,19,0,145,10.3571428571,12.0833333333,MT,São José Dos Quatro Marcos,Região Centro-Oeste,1.2719298246,9,"7,1491157479"
577,2,mulher,34,0,13,0.9285714286,1.0833333333,CE,Farias Brito,Região Nordeste,0.0637254902,4,"54,6425653804"
578,1,mulher,39,1,559,39.9285714286,46.5833333333,AL,Taquarana,Região Nordeste,2.3888888889,0,"1,0591842559"
579,3,mulher,22,1,144583,10327.3571428571,12048.5833333333,MS,Fátima do Sul,Região Centro-Oeste,1095.3257575758,1,"40,3802228624"
580,3,homem,32,0,7925,566.0714285714,660.4166666667,RS,Nova Petrópolis,Região Sul,41.2760416667,5,"65,3569840765"
581,2,mulher,25,1,30,2.1428571429,2.5,BA,Santa Bárbara,Região Nordeste,0.2,1,"9,9076601934"
582,1,mulher,39,1,1108833,79202.3571428572,92402.75,PI,Buriti Dos Lopes,Região Nordeste,4738.6025641026,2,"90,2524885691"
583,2,homem,54,0,26,1.8571428571,2.1666666667,AM,Tapauá,Região Norte,0.0802469136,2,"48,0513968328"
584,1,homem,36,0,40125,2866.0714285714,3343.75,PE,Inajá,Região Nordeste,185.7638888889,4,"9,2662223224"
585,3,homem,22,0,87125,6223.2142857143,7260.4166666667,PB,Aroeiras,Região Nordeste,660.0378787879,1,"88,4309032305"
586,1,mulher,18,0,7965,568.9285714286,663.75,GO,Silvânia,Região Centro-Oeste,73.75,7,"97,0357991605"
587,2,homem,47,0,15,1.0714285714,1.25,PB,São José de Piranhas,Região Nordeste,0.0531914894,4,"89,4441371817"
588,1,homem,60,1,792,56.5714285714,66,BA,Maraú,Região Nordeste,2.2,4,"63,5787436879"
589,3,homem,22,0,805,57.5,67.0833333333,TO,Dianópolis,Região Norte,6.0984848485,4,"96,1723545905"
590,3,homem,22,0,805,57.5,67.0833333333,MG,Varzelândia,Região Sudeste,6.0984848485,3,"79,7658603376"
591,3,homem,35,0,7125,508.9285714286,593.75,ES,Vargem Alta,Região Sudeste,33.9285714286,1,"108,3219128428"
592,1,mulher,52,1,782667,55904.7857142857,65222.25,MG,Divino,Região Sudeste,2508.5480769231,4,"12,7979973629"
593,3,homem,47,0,725,51.7857142857,60.4166666667,MA,Nova Olinda do Maranhão,Região Nordeste,2.5709219858,6,"79,1714729661"
594,3,mulher,22,0,775,55.3571428571,64.5833333333,GO,Jussara,Região Centro-Oeste,5.8712121212,6,"47,1141201939"
595,2,homem,37,1,26,1.8571428571,2.1666666667,MA,Maracaçumé,Região Nordeste,0.1171171171,4,"25,9744382498"
596,3,homem,36,1,2415,172.5,201.25,PE,Riacho Das Almas,Região Nordeste,11.1805555556,2,"75,651464474"
597,2,mulher,22,0,33,2.3571428571,2.75,PR,Carambeí,Região Sul,0.25,4,"60,7971199289"
598,3,homem,49,0,0,0,0,SP,Nova Granada,Região Sudeste,0,9,"95,6594455979"
599,3,homem,22,0,7225,516.0714285714,602.0833333333,SP,Juquiá,Região Sudeste,54.7348484848,0,"84,5770012047"
600,1,homem,49,1,569292,40663.7142857143,47441,RS,Tapejara,Região Sul,1936.3673469388,0,"10,8354969599"
601,2,mulher,24,2,27,1.9285714286,2.25,RS,São Francisco de Assis,Região Sul,0.1875,0,"85,5280041908"
602,3,homem,22,0,78958,5639.8571428572,6579.8333333333,MT,Paranatinga,Região Centro-Oeste,598.1666666667,8,"83,8108041857"
603,1,homem,22,0,424,30.2857142857,35.3333333333,PR,Wenceslau Braz,Região Sul,3.2121212121,1,"61,2017908165"
604,3,homem,44,0,805,57.5,67.0833333333,RS,Ibirubá,Região Sul,3.0492424242,9,"84,7301023348"
605,1,homem,35,0,2655,189.6428571429,221.25,MG,Campina Verde,Região Sudeste,12.6428571429,4,"31,5105065006"
606,3,homem,36,1,1555,111.0714285714,129.5833333333,CE,Hidrolândia,Região Nordeste,7.1990740741,5,"49,9692851083"
607,3,homem,30,0,78958,5639.8571428572,6579.8333333333,BA,Mairi,Região Nordeste,438.6555555556,1,"95,7638663602"
608,1,homem,27,0,305,21.7857142857,25.4166666667,AL,Porto Real do Colégio,Região Nordeste,1.8827160494,0,"36,7255876421"
609,2,mulher,22,1,415792,29699.4285714286,34649.3333333333,PR,Tibagi,Região Sul,3149.9393939394,9,"7,2999266116"
610,1,mulher,40,0,1534625,109616.071428571,127885.416666667,SE,Salgado,Região Nordeste,6394.2708333333,3,"18,5765409581"
611,3,mulher,39,1,31275,2233.9285714286,2606.25,AL,Água Branca,Região Nordeste,133.6538461538,5,"22,3561525718"
612,3,homem,22,0,705,50.3571428571,58.75,MG,Paraisópolis,Região Sudeste,5.3409090909,5,"43,7392790784"
613,3,mulher,22,1,155,11.0714285714,12.9166666667,SE,Riachão do Dantas,Região Nordeste,1.1742424242,3,"72,2472314702"
614,3,homem,22,0,775,55.3571428571,64.5833333333,SP,Potim,Região Sudeste,5.8712121212,1,"42,3532960103"
615,3,homem,35,0,805,57.5,67.0833333333,CE,Quixeré,Região Nordeste,3.8333333333,0,"93,3809644487"
616,2,mulher,24,1,65,4.6428571429,5.4166666667,PA,Santa Luzia do Pará,Região Norte,0.4513888889,1,"81,7208544846"
617,3,homem,34,1,144,10.2857142857,12,CE,Reriutaba,Região Nordeste,0.7058823529,7,"14,8859216002"
618,3,mulher,26,1,161,11.5,13.4166666667,RS,Rolante,Região Sul,1.0320512821,7,"101,4344101335"
619,2,mulher,21,2,39,2.7857142857,3.25,PI,São João do Piauí,Região Nordeste,1625,3,"25,9918746618"
620,2,homem,26,0,105,7.5,8.75,MG,Lambari,Região Sudeste,0.6730769231,5,"51,2158396692"
621,3,homem,27,1,144542,10324.4285714286,12045.1666666667,CE,Barreira,Região Nordeste,892.2345679012,8,"119,3487011994"
622,1,homem,42,1,525542,37538.7142857143,43795.1666666667,RN,Caraúbas,Região Nordeste,2085.4841269841,5,"30,7024696884"
623,3,homem,20,1,157417,11244.0714285714,13118.0833333333,RS,Júlio de Castilhos,Região Sul,1311.8083333333,8,"2,654541303"
624,3,homem,21,0,78542,5610.1428571429,6545.1666666667,MS,Bonito,Região Centro-Oeste,623.3492063492,4,"83,338166749"
625,3,homem,21,0,161,11.5,13.4166666667,PE,Capoeiras,Região Nordeste,1.2777777778,9,"90,8596240098"
626,1,homem,61,0,323208,23086.2857142857,26934,MG,Barroso,Região Sudeste,883.0819672131,1,"115,5153188226"
627,2,homem,57,0,1235,88.2142857143,102.9166666667,BA,Buritirama,Região Nordeste,3.6111111111,0,"100,277389046"
628,1,mulher,21,0,779583,55684.5,64965.25,MG,Lajinha,Região Sudeste,6187.1666666667,5,"3,2976276639"
629,3,homem,26,0,78958,5639.8571428572,6579.8333333333,MS,Ladário,Região Centro-Oeste,506.141025641,2,"39,4027006545"
630,3,homem,22,0,77333,5523.7857142857,6444.4166666667,MG,Monte Alegre de Minas,Região Sudeste,585.8560606061,8,"110,3467033125"
631,1,homem,80,0,30,2.1428571429,2.5,MT,Nova Xavantina,Região Centro-Oeste,0.0625,5,"111,4838988005"
632,3,homem,51,0,70542,5038.7142857143,5878.5,MS,Chapadão do Sul,Região Centro-Oeste,230.5294117647,2,"74,2700723461"
633,1,homem,32,0,305,21.7857142857,25.4166666667,PR,Chopinzinho,Região Sul,1.5885416667,4,"65,2856979106"
634,1,homem,22,0,0,0,0,PB,Alagoa Nova,Região Nordeste,0,5,"13,6693736635"
635,3,mulher,21,3,279,19.9285714286,23.25,SP,Rosana,Região Sudeste,5.1666666667,7,"61,6848482099"
636,2,mulher,28,0,13,0.9285714286,1.0833333333,MS,Costa Rica,Região Centro-Oeste,0.0773809524,6,"62,888829785"
637,3,homem,32,0,7925,566.0714285714,660.4166666667,MA,Poção de Pedras,Região Nordeste,41.2760416667,9,"102,1578024315"
638,2,homem,31,1,2625,187.5,218.75,SP,Bom Jesus Dos Perdões,Região Sudeste,14.1129032258,5,"91,9478097946"
639,3,mulher,41,0,396875,28348.2142857143,33072.9166666667,MG,Vazante,Região Sudeste,1613.3130081301,0,"48,9483224853"
640,3,homem,22,1,161,11.5,13.4166666667,BA,Ubaíra,Região Nordeste,1.2196969697,1,"98,669403351"
641,3,homem,20,0,78542,5610.1428571429,6545.1666666667,CE,Uruburetama,Região Nordeste,654.5166666667,4,"16,3583981873"
642,1,mulher,24,0,693,49.5,57.75,RO,Candeias do Jamari,Região Norte,4.8125,6,"84,7648476648"
643,3,mulher,21,3,279,19.9285714286,23.25,PR,Mandaguaçu,Região Sul,23.25,5,"5,1777420079"
644,3,homem,22,0,564958,40354.1428571429,47079.8333333333,PI,Paulistana,Região Nordeste,4279.9848484849,4,"15,3746551211"
645,3,mulher,75,2,192583,13755.9285714286,16048.5833333333,MG,São José da Lapa,Região Sudeste,427.9622222222,4,"64,0022929089"
646,1,homem,48,1,767292,54806.5714285714,63941,MG,Manga,Região Sudeste,2664.2083333333,7,"116,8765186091"
647,3,homem,19,0,78958,5639.8571428572,6579.8333333333,BA,Governador Mangabeira,Região Nordeste,692.6140350877,3,"112,1610896647"
648,1,homem,56,0,355,25.3571428571,29.5833333333,SC,Santo Amaro da Imperatriz,Região Sul,1.056547619,8,"100,5986655889"
649,3,homem,22,0,755,53.9285714286,62.9166666667,RJ,Cantagalo,Região Sudeste,5.7196969697,7,"99,8184533897"
650,3,mulher,23,0,755,53.9285714286,62.9166666667,BA,Uruçuca,Região Nordeste,5.4710144928,4,"104,8102574396"
651,3,homem,22,0,78958,5639.8571428572,6579.8333333333,MS,Bataguassu,Região Centro-Oeste,598.1666666667,8,"18,583998063"
652,2,mulher,18,0,23,1.6428571429,1.9166666667,RS,Piratini,Região Sul,0.212962963,2,"23,873201588"
653,3,homem,21,0,84333,6023.7857142857,7027.75,PR,Quatro Barras,Região Sul,669.3095238095,3,"21,4667539996"
654,3,mulher,22,0,78292,5592.2857142857,6524.3333333333,SP,Guará,Região Sudeste,593.1212121212,6,"63,6239519399"
655,3,mulher,18,0,675,48.2142857143,56.25,RO,Nova Brasilândia D´oeste,Região Norte,6.25,9,"87,7827559563"
656,2,homem,24,2,735,52.5,61.25,RS,Ivoti,Região Sul,5.1041666667,6,"111,4571294582"
657,3,homem,22,0,78958,5639.8571428572,6579.8333333333,SP,Lucélia,Região Sudeste,598.1666666667,9,"34,9151423218"
658,3,mulher,32,1,155,11.0714285714,12.9166666667,BA,Itororó,Região Nordeste,0.8072916667,4,"107,8957414642"
659,2,homem,23,0,13,0.9285714286,1.0833333333,MA,São João Batista,Região Nordeste,0.0942028986,8,"105,2503370745"
660,1,homem,58,0,113275,8091.0714285714,9439.5833333333,CE,Quiterianópolis,Região Nordeste,325.5028735632,0,"87,7695156808"
661,1,homem,50,2,13365,954.6428571429,1113.75,SP,Pompéia,Região Sudeste,44.55,6,"65,9154660073"
662,3,homem,40,0,7225,516.0714285714,602.0833333333,SE,Riachuelo,Região Nordeste,30.1041666667,7,"50,1706552919"
663,1,homem,47,0,255875,18276.7857142857,21322.9166666667,MG,Riacho Dos Machados,Região Sudeste,907.3581560284,0,"114,8206381801"
